,Reviews,Ratings
256,well this movie blows everything literally out of the water basically its 3hrs of epic partitions of James Cameron all time tearjerker that surprised every one in the cinema that lasted 12months what a film showing the heart of the ocean following the story of an old lady who fell in love when young her heart was with jack and she never let go even though she married some one else jack and rose were separated by a social class she was caught in between but as faith would have it the would meet for a brief but amazing romance only to be halted by ice this tear jerker would have you crying from beginning to end its such a a epic film ten out of ten great acting it deserved its 11 Oscars the determination and courageous people who died in the titanic shows through in making this movie and the actors in this film you can see some of them wanted to help the people in the water but all were frozen only few survived what a shock that titanic went down and celine dion song made this film soundtrack amazing spectale,10
257,"Well.... the British people made their decision, we must respect that result. I'm so sad and heartbroken. This film represents the fall of Great Britain in the years ahead, Titanic was a British ship and had everything going for it, until it hit an iceberg after being manipulated by people only interested in money and power. The same thing is happening to Britain now and it won't be long until Britain hits that iceberg. I'm sorry I couldn't serve the country I love and every time this film is on I play the violin and weep tears of sorrow because I failed my beautiful country. The acting in the film was top notch, as were the special effects and the dialogue. However the sheer sadness of the film, all those lives lost and also the way it kinda predicts the future deeply saddens me and makes me suicidal every time I see it and for that reason I can't give it more than 8 stars. I would've given it 9 stars before the referendum but now it's 8 stars. May those that died on the Titanic rest in peace.",8
258,"It is the best movie ever made , the directing ,the music, the acting, the love story, the real events , everything is FLAWLESS, and how can u not fall in love with Jack Dawson AKA Leonardo DiCaprio best role ever , the movie tells everything about the sad tragic incident of the RMS TITANIC , it was the first movie i watch at theater when it 1st came out , i was 7 yearsold , I was fascinated ,i have watched it 100 times & still cry every time its do touching and amazing , good job director James Cameron thank u for this masterpiece",10
259,"A seventeen-year-old aristocrat (Kate Winslet), expecting to be married to a rich claimant (Billy Zane) by her mother, falls in love with a kind but poor artist (Leonardo DiCaprio) aboard the luxurious, ill-fated R.M.S. Titanic.The first thing that is really striking about this film is that it came from James Cameron, who is much better known for science fiction films like ""Terminator"", ""Avatar"" and ""Aliens"". He is not the first person that comes to mind when you think of historical fiction romances. And yet, he nailed it. ""Titanic"", despite its length of three hours, was a huge success and may have sold more VHS copies than any other movie.But beyond the romance, this is actually a rather decent movie. I cannot say why, it is something hard to put one's finger on. Most likely, it has something to do with Billy Zane, who is more or less the greatest thing about the film.",7
260,"Titanic is an over-hyped, over-rated piece of garbage. It goes an hour too long and winds on for what seems like decades. The plot is a poorly written, romantic piece of rubbish and the performances by DeCaprio and Winslet are mediocre. However, Billy Zane and Kathy Bates bring some some hope to the non-existent story line. Putting the plot and acting aside, Titanic is a technical milestone. The sequences where the Titanic sinks are nothing short of mind-blowing and you would think you are on the ship. It is lucky that the sinking of the ship is so brilliant, because after the length of time the viewer has to wait, it is much deserved. All in all, this is a movie that should have sunk in an hour and a half.",7
261,Titanic has got to be the best film off ALL time. Everything about the film is amazing. James Cameron did a wonderful job (as usual) at directing and Leonardo Dicaprio and Kate Winslet are truly wonderful. The music is beautiful too. (BRILLIANT soundtrack.) Like i have already said Titanic is amazing and it will always stay that way. 20/10,10
262,My goodness. Definitely BN in my top 3 movies of all time. Perfect blend of romance and disaster. They don't make movies like this anymore.,10
263,First time I cry in a movie. Well executed all around.,10
264,"It certainly has its flaws. Mainly in dialogue (occasionally) but this film is wildly entertaining and thus being a 3 hour movie it doesn't really stagger. You feel the true journey of the ship and not just it's final moments above water. Leo and Kate are great in this. King Kathy bates is also perfect. The set, costumes, make up, music, visuals/cinematography, directing all wonderful. It's a great classic film that presents itself as powerful as the ship appeared to be. Even though the ending isn't what a Leo fan girl wants it does allow you to feel more of what the survivors feel wondering if their loved ones survived or if they knew they hadn't. James Cameron is always ambitious with his films but this one is distinguishing. Not the best love story ever but defiantly an iconic one. Knowing how much time and love James Cameron put into making this film and researching it makes you appreciate the film so much more.",10
265,"This may contain spoilers...... OK just a little bit of background to this review. Firstly, yes I was one of that 0.01% who did not see this movie at the cinemas when it came out. Secondly, when I did see it for the first time on TV last year, I missed the first 45 minutes. However, I saw enough of this movie to see how ridiculously over-rated it was. Firstly, the positives, and there weren't a whole lot. Number one: yes, the special effects were as good as they were supposed to be. The design of the Titanic was amazing. Also the bit at the end where the ship sinks was incredible. Number two: Kate Winslet has a nice body, and you do get to see a lot more of it than I thought you would...... although one could be a bit cynical about that scene, that they only put it in to get more people to watch it. That's about it for the positives. Now for the negatives: Leonardo Di Caprio can't really act. OK, I thought he did well in Romeo and Juliet (which is one of my favorite movies) but his acting and dialog are just really wooden in Titanic. The characters as a whole are just one-dimensional. One of the most laughable points was though how many life-or-death situations there are for Leo and Kate in the last hour (yes, the movie takes forever to finish). First Leonardo gets locked down below deck as the water level slowly rises (ooh will he survive????) and of course gets rescued by Kate Winslet after about 15 minutes. Then Kate's evil fiancée (yes not much room for development in that character) starts shooting at them so they have to run back 5 levels deep before deciding to go back on top. Here they face a literal ""class barrier"" (big metaphor there of course) a big iron gate, which, with help from the other battling workers, Leonardo bravely breaks down. Forgive my sarcasm, but it was hard not to roll my eyes throughout this whole sequence. Then after narrowly surviving half a dozen near-death experiences, Leonardo dies in the lamest way possible. Instead of attempting to find another piece of debris to float on in the water, he rather unnecessarily lets winslet have the whole piece of wood to float on, and lets himself freeze to death. But perhaps the worst part of all was the sequences where we go back to the old 101-year old version of Kate Winslet telling the story, with a bunch of young scientists passing social commentary on it. I've always hated this idea, because it gives away the ending of the film. The viewer knows that she will survive, and Leonardo won't. Which sort of takes away from any of the suspense. Anyhow, I would recommend this movie to anyone (not that you haven't seen it already) but go in with a low expectation and you might find it a decent film. Certainly don't watch it, though, expecting to see a film that deserved 11 Oscars, cos you will be disappointed.",3
266,"Yes, for a long time, I did avoid this one. Eventually, I realized that I had to; Cameron is talented enough to make this work. I've now seen every film he's directed, save for Piranha Part II(which I understand was taken away from him), and the man always does a nice job. No, not every single picture of his is excellent... but they're all worth the time(and with hardly any exceptions(and this certainly isn't one), the investment of emotions from the audience, as well), they entertain and he's yet to make the exact same thing twice(Terminator 2 is different from the original in notable areas, such as the tone). I don't blindly love all of them; I maintain that the quality of The Abyss lies mainly in the gorgeous under-water photography. He never phones it in, and he always has something to say, somewhere to go with what he does. I was apprehensive of the idea that this would focus on a small group of people(in particular, the two leads), when this was indeed something that actually did happen, and many were killed. However, when you think about it, it needed to be like that; that's what makes the incident(in this) have the devastating impact that I think we can all admit it does. Yes, the FX are amazing, and the production values offer a new definition of the term ""grandiose"" when applied to that aspect; the reason we ""feel"" it, though, is that we care about the ones we ""know"" to be on the ship. The characters are well-written, thoroughly developed, credible and all have something to do. Rose is a rather strong woman, and without it reaching anachronistic levels, either. She is not ""just a wife"", and she is fleshed out, something that many attempts at female role models neglect to do. The cast is spot-on, everyone is well-chosen. Every single acting performance is flawless. Arguably, this is somewhat black and white in its presentation of them; with that said, they are all convincing and have genuine personality. This is one of the greatest disaster movies, and epic love dramas, in the world of cinema. It is Hollywood and mainstream at its absolute best. Will it please everyone? Perhaps not, and probably not those who refuse to take it on its own terms. It was always clear what approach this took. And also, about hype... ignore it. Yes, you read that right. In this case and in all others, pretend like you can't hear what everyone is making something out to be, and watch what you feel like, as unaffected by popular opinion as you can be. Nothing can survive a viewing by someone who has heard nothing other than positives about it, regardless of its quality. The pacing is marvelous; for a running time of three hours, this is not boring at all. It has fun and humorous moments. Is it sappy? I suppose that's up to the individual to judge; I wouldn't say so. There is a bit of violence and disturbing content, infrequent mild to moderate language, a little sexuality(hinted at) and brief nudity in this. The DVD comes with a theatrical trailer. I recommend this to everyone. 10/10",10
267,"Titanic is a fair work from director James Cameron. Sometimes being called on the carpet for it's naive plot and dialogue, this movie had the rare merit of reuniting the public and the critics in an unanimous way: James Cameron's Titanic is an effective work to be remembered. This does not happen so often. For several weeks, this movie had the privilege to score brilliantly on the top charts, as well as conquering major movie awards around the world. Is it fair? Was it overrated? That does not matter, if we accept it for what it stands. It worked perfectly. The artwork is ostentatious and the acting if not perfect is adequate and balanced with the strength of the script written by Cameron himself. Leonardo DiCaprio gives the necessary honesty to the role, while Kate Winslet grants the wit, elegance and grace that a romantic and troubled heroin should have. Miss Winslet was without any doubt the finest actress for the role. Apart from the supremacy of the visual effects, which are the main core of this movie for most of its viewers, Titanic dazzles for the truth and sensibility present in every single detail in every scene. More than a parade of mere flash-backs from an old lady who once was ""a dish"", this movie is a fine drama made with a solid sense of loyalty and respect for the viewer. You know what happens before you pay for your ticket. You know it is a love story set on a transatlatic and you know people will die. What matters, most of all, is the possibility Cameron gives you to imagine what might have been if you had the chance to find true love under the most ungrateful circumstances. 8 out of 10 for Cameron's sensibility and courage to write a story without having any previous experience as a screen-writer; 10/10 for a brilliant Kate Winslet, a beautiful and talented British actress who proved that acting skills do not have nationality nor beauty patterns. I had fun watching it. It made me feel like I was sharing the inner conflicts felt by the main characters. For its truth and audacity to tell a story already told a thousand times, I bow with respect.9/10",9
268,"Titanic, for many of us, maybe one of the great films ever made, I beg to differ. Seeing this movie for the first time did not really gave me the intense and impact as it did on millions and millions of us. To be honest, I find this movie boring and really a waste of more than 3 hours.The story is so much predictable. You can even guess what would happen, and even what's the ending. Performances, I must admit, are quite impressing. Billy Zane and Kathy Bates delivers a stand-out performances. Leonardo and Kate, also did well on this film, but truly neither of them deserves an Oscar. James Cameron, as far directing is concern, really deserves his Oscar. Effects on this film are also great, especially when the ship is sinking, but most of the time I find it lame. To sum up, this film has its own highlights, but truly I don't consider this as one of the greatest films.",
269,"Pure glop. Wooden acting. Astonishingly unconvincing characters. Boring, generic music (descending to banality in the case of ""My Heart Will Go On""). Good sets and effects (no surprise, considering how much money was spent on them). Overall, the cinematic equivalent of a Big Mac, but even more tasteless.The first time I watched ""Titanic,"" I lasted 20 minutes. ""I'm going upstairs to read,"" I told my wife. ""Call me when it starts to sink."" The sinking was lots of fun (that, and the effects, are why I rate it a 2 instead of a 1), but not enough to counteract three hours of turgid, sentimental ooze. If the film had BEGUN with the sinking scene, it would rate a 10.I did watch it again, in its entirety, and that's three and a quarter hours of my life that I will never get back.",2
270,"TITANIC ( rating * * out of 5 )I fear I'm about to make myself highly unpopular with what follows, but I can only call 'em as I see 'em. Besides, being highly unpopular is such familiar territory for me and it just wouldn't be the same without the constant slings and pointed arrows.From writer/director James (I'm king of the world) Cameron, comes this 200 million dollar purported epic that in my view only ever reaches the status of cubic zirconia.But never fear, Hollywood will incestuously look after its own because any movie that costs the amount that could pull a third world South American country out of insolvency and destitution, is guaranteed to win eleven Academy Awards - Oscars for categories like, The Most Times Actors Say, ""No! This Way."" - The Most Soggy Extras and The Best Motion Picture Where The Male Lead Is Snubbed For A Nomination.This unfortunate male lead is none other than Leonardo Di Caprio who possesses all the rugged good-looks of a fourteen year old pimple-cream model. But it's not all bad news for Leo because he has perfected the art of being a pipsqueak while painting chubby actresses in the nude - poor old Kate Winslet's dress was so tight around the torso that the hunky Leo had to use solvent to get it off.Rose DeWitt (Kate Winslet), is engaged to the jerk millionaire, Cal Hockley (Billy Zane). Cal gives her a priceless necklace that has some significance later on as a wrinkly Rose tells the story which is seen in flashback.Anyway, Rose meets Jack (Leonardo Di Caprio), as she attempts suicide and the couple are instantly attracted (in Rose's case, as much as someone who is attempting suicide can be). The pair eventually fall in love, the ship hits an iceberg, the ship sinks, the ship becomes famous and we are subjected to this hideously expensive, self-important and time-consuming movie (I had to pause halfway through to bake some muffins as not to suffer the effects of malnutrition).However, I did give this movie two stars and that was for the special effects. To be fair, they were pretty good. As a mass of brave stunt-personnel tumbled into the icy water, I did get the sense of what the chaos and hysteria must have been like on that fateful night in 1912 - reminiscent of lunch-time crowds around the all-you-can-eat desert bar at Sizzler.In a nutshell, this film is a love story between Jack and Rose that never rises above soap-opera melodramatics. After an hour and a half of this kissy kissy nonsense, I found myself participating in open prayer thanking the Almighty for his very timely iceberg.What possibly could warrant so much money and effort? Certainly not a piece of Hollywood trivia that tells us nothing about the Titanic that we didn't already know.If I've missed the point, then to all of you 'Titanic' devotees I sincerely apologize. But, if I'm right, then you have all been the victims of Hollywood and its intricate network of propaganda.",
271,"James Cameron's Titanic holds up very well indeed after more than ten years since initial release. The minuses now are the same as then but they are minor in comparison to the plusses. First of all, the Titanic is one of the grandest tragedies of human history. The highest and mightiest could tumble. It was an analogy to the state of the world, almost like a foreshadowing of the First World War when all that seemed eternal disintegrated with spectacular suddenness.Cameron approaches the task primarily as a hardware technician. The ship looks the way it has to look - grandiose, solid, lavishly appointed. The physical details are spot on, down to the last piece of china. This all helps. The use of CGI during the prolonged sinking is largely state of the art even now.The idea of putting a story of young lovers at the center of the film is a sound, if trite, way to give us the universal through the particular. The film would have been just as gripping if Cameron had chosen a more Altmanesque approach whereby a whole group of characters would be given more or less equal weight as they made their way to journey's end. Here the focus is on the teenage couple: unhappy rich girl (Kate Winslet) and working-class bohemian artiste (Leonardo DiCaprio). The problem with these usually fine actors is that too often their youthful brio seems forced, as if Cameron as director/screenwriter is straining to point out their youth, their vitality, their exuberance, in contrast to Winslet's stuffy social set which disapproves of their alliance. The best acting comes from Billy Zane as the arrogant, sadistic, petulant fiancé of Winslet who stops at nothing to separate her from unwashed upstart DiCaprio. Zane gets it all right, including the clipped prep school accent which barely conceals his primal, frustrated rage at being trumped by someone from the lower classes. DiCaprio comes across as a modern suburban high school student playing a street urchin in a drama class presentation. There is no real edge to him. In fact, if the casting had been reversed it would have made much more sense. But DiCaprio's youth, looks and agility carry him through the spectacle. Besides, we don't go to spectacles for acting nuance.Cameron's script isn't as dreadful as some claim, but it has significant shortcomings. (Screenwriting was the only major category in which Titanic was not nominated for an Oscar - and for good reason.) A bit of working over by a competent script doctor would have made it truer. Amazingly, considering Cameron himself has some background in visual arts, the situations and dialogue touching on questions of painting are embarrassingly unimaginative and superficial. And much of the banter between Winslet and DiCaprio sounds late 20th century, not 1912. The conflict between the haughty first-class passengers and those beneath them is perhaps overdone. Frances Fisher is touching as Winslet's socially striving mother for whom we feel both pity and contempt as she pushes her daughter into marriage with a soulless brute. Gloria Stuart as Kate Winslet grown old and Victor Garber as the ship's designer who sees his master creation ripped asunder also stand out. And some of the dinner table conversation in the first-class dining room is elegant and witty.One implausibility: The water temperature of the sea in which the Titanic sank was just above freezing. No human, save an Olympic athlete, or at least the young and vigorous, could have survived more than a few minutes in waters of that temperature. Survivors relate that the screaming of the passengers who landed in the water when the ship sank subsided after only a few minutes. None could survive the water. Yet Kate Winslet is seen wading neck deep in this ice bath for minutes on end as she struggles to rescue DiCaprio who has been handcuffed to steam pipes in a lower-level cabin. Then the two proceed through endless corridors of freezing water to the deck where they continue on, fighting their way through panicked crowds, breaking down barriers, leaping and scaling heights, etc. until they finally go down with the ship into the freezing sea where they survive for endless minutes more as they as they cling to debris.A CGI flaw: Just as false, occasionally Cameron's keyboard tappers and mouse movers add little puffs of computer-generated condensed breath to accompany the exhalations of actors in close up. Problem is, only intermittently does this condensation appear. One moment you see it, another moment it's gone.The interminable lovey-dovey blatherings between Winslet and DiCaprio as they float in the ice water quickly wear thin. Perhaps pre-teen girls (a major component of this film's box office) would be transfixed by this interlude, but surely most adults would be yearning for DiCaprio's character to die and get it over with.And even more dreadful than everything cited above is the treacly ""Our Love Will Go On,"" a pop song belted by Celine Dion over the closing credits. I am sick and tired of contemporary pop songs being tacked on to historical dramas.Finally, the ultimate film to see on this subject is ""Titanic: The Legend Lives On"" (1994), a fascinating and moving 4-hour-plus Arts & Entertainment Channel documentary about the Titanic from conception through construction through destruction, aftermath and cultural/historical legacy. More emotionally involving and fascinating than Cameron's movie. It will stay with you for a long time.",8
272,"It was brave of James Cameron to attempt an undertaking on this scale. Making the world's most expensive movie ever is always to tempt fate; the film which had previously held that distinction, the Kevin Costner vanity project ""Waterworld"", had been a disaster in both financial and artistic terms. Even before ""Titanic"" was finished, rumours were circulating that it would be equally disastrous; the critics began preparing their ""sinking ship"" metaphors in anticipation of its failure.In the event, of course, the critics were confounded; the film was a great success, both at the box office and with the Academy, who awarded it eleven Oscars including best picture and best director. It became the most talked-about film of 1997. Eight years on there have been other films on a similar epic scale and some of the excitement it provoked has died away. Nevertheless, even today it stands out as a fine achievement.""Titanic"" combines two quite different genres, the disaster movie and the ""heritage"" costume drama. The late nineties saw a modest revival of the disaster picture, that quintessentially seventies genre, with ""Twister"" in 1996 and ""Dante's Peak"" and ""Volcano"" the following year. Cameron took the basic formula for such films and applied it to a real historical event, making a film on a grand scale with lavish attention to period detail. The real Titanic sinking had a number of features which fitted the genre; it is something of a convention of disaster movies that the disaster should be caused, or at least exacerbated, by the incompetence or complacency of those in authority, an element emphasised here. Bruce Ismay, the Chairman of the White Star Line, proudly proclaims the ship unsinkable, then causes the disaster by urging the captain to steam at top speed through an ice-field. To make matters worse, the company have neglected to provide sufficient lifeboats for all on board.Cameron also imported into the film some of the conventions of ""heritage cinema"". That genre has often been used to examine the British class system, often in films which feature romances between individuals from different social backgrounds, such as Losey's ""The Go-Between"" or Merchant-Ivory productions like ""Howard's End"". Cameron takes the same concept and uses the film to examine the historical roots of the American class system, of which the ship, with its first, second and third class passengers, is a microcosm. Intertwined with the story of the tragedy is the story of the romance between Rose Dewitt Bukater, daughter of an aristocratic Philadelphia family, and Jack Dawson, a struggling artist from a working-class background.The America that we see is not, as is sometimes said, a classless society, nor even one where class is solely determined by wealth. The Dewitt Bukaters, for all their old-money pretensions, are in financial difficulties, and Rose's late father died heavily in debt. Rose's mother Ruth sees that the only way to maintain the family's social status will be if Rose makes a ""good"" marriage to a wealthy man, and a seemingly ideal candidate has presented himself in the shape of Cal Hockley, the son of a nouveau-riche industrialist. Unfortunately, Cal is an arrogant, selfish snob, and Rose cannot bear the thought of marriage to him. She considers suicide by throwing herself off the ship, but is dissuaded from doing so by Jack, and the two fall in love.Some have criticised the film for concentrating on the romance of Jack and Rose, arguing that this focus is somehow demeaning to a real-life tragedy in which over a thousand people died. This is not a criticism with which I would agree. It would clearly have been impossible to tell the personal stories of all those who died; Cameron's aim was to put the disaster into context and heighten its impact by giving us two characters we can care about and to make their story representative of the stories of all those caught up in the drama, thus heightening the film's emotional impact.The film has a number of weaknesses. The liberties taken with historical accuracy, such as the denigration of the character of William Murdoch (who in real life died bravely), can sometimes seem offensive. The opening scenes and closing, which deal with the attempts of a modern salvage team to recover from the wreck a valuable jewel given by Cal to Rose, were possibly unnecessary and certainly overlong, and could easily have been pruned. The acting is not always very good; I was less than impressed by Leonardo Di Caprio as Jack. (In fairness it must be said that he has greatly improved as an actor since 1997, having given a good performance in ""Catch Me If You Can"" and an excellent one in ""The Aviator""). Kate Winslet as Rose was better, although even she fell short of the brilliance she had shown in ""Heavenly Creatures"".The weaknesses are, however, greatly outweighed by the film's strengths. A special mention must go to James Horner's evocative score and Celine Dion's song ""My Heart Will Go On"". There are a number of good performances in minor roles, from Kathy Bates as Molly Brown, shunned as vulgar by her fellow first-class passengers but more good-hearted than any of them, Bernard Hill as Captain Smith, a decent man but without the strength of character to stand up to Ismay's bullying, and Frances Fisher as Ruth, a woman who puts her social status ahead of her daughter's happiness. In the end, however, this is not a film one watches for the acting. I would agree with the reviewer who said that the real star is neither Kate nor Leo but rather the great ship itself, particularly during the spectacular scenes after it hits the iceberg. The success of ""Titanic"" gave Hollywood back the self-confidence to make pictures on a grand scale with daring, energy and imagination, leading to recent epics such as ""Gladiator"" and ""Troy"". 8/10",8
273,When I watched Jack die I literally began to cry because I knew that I would never see something as funny as that.  It was sentimental and it warmed many peoples' hearts.  You actually think that this movie is so funny and fake that you can't bear it and then you get to see his lifeless body frozen in the water.  The only thing that could have made this movie better is if Old Rose had been thrown into the water or killed and eaten.  If you like this I suggest you rent The Texas Chainsaw Massacre... the movie is not quite as graphic or shocking but you will also like it.,1
274,"Despite Cameron's showboating at the Academy Awards, this is simply a bombastic mess. His first mistake was to take on too many roles, and crucially, that of screenwriter. What flimsy story he concocted to precede the disaster is rife with bad dialog and the most tired stereotypes imaginable. Take a look at the ""Goofs"" page here, too. You would think they could have done much better; sloppy work for one of the most expensive films ever made.I felt like shouting at the screen at times: are you kidding? They spend how many minutes of the film in bone-chilling water and aren't even shivering just a little bit after getting out? (The water temperature would have to be about, what, 30 degrees? After all, there's icebergs floating in it! They would have been hypothermic within minutes, and dead after a few more.) And he gets the Best Director Award for such atrocious work? (The Man Who Would Be King of the World, indeed!)Billy Wilder tersely summed it up in one of his interviews with Cameron Crowe: ""Have you ever seen such horse**** in your life?""",1
275,"I've seen quite a lot of movies in my life, but ""Titanic"" stands alone.  It is the most amazing, beautiful, heartbreaking movie ever made.  The final scene broke my heart into a thousand pieces.  I love this movie very much and always will.",10
276,"The acting, the plot, the soundtrack, etc. Everything is so great and finesse!",10
277,"This is an epic tragedy movie about aristocrat Rose DeWitt Bukater falling in love with poor artist Jack Dawson, aboard the doomed Titanic. It is a beautiful but typical love story that captures the audience's hearts, providing a compelling subplot among the more tragic main story of the ill-fated voyage.Many of the movie's element was directed with excellence: the actors provided a solid and believable performance; the cinematography was beautiful; the music score was moving; and the sceneries and settings aboard the ship, amidst the flashy and famed lifestyles of aristocracy and amidst the poor but carefree lives of the townspeople and artists, were brilliant.The scenes of each character's fate after the Titanic started sinking is extremely powerful, haunting, and sometimes disturbing. The film quickly shifts from an emotional love story, which I thought was, unfortunately, pretty boring, to a heart-wrenching tragedy that cannot help but send chills down your spine (where most of the action lies).This movie is a little on the long side though, with several filler scenes that drag away from the main plot. Some sequences of Jack and Rose were pretty cliché - reminding you too much of a teenage-bop love story. While I am not a big drama fan, this movie is a good exception for pure, dramatic entertainment, but not one I would watch over and over again.Grade C",6
278,"So, I had not seen Tiatnic for like 7 years.I remember the last time I saw it I was about 7 or 8 years old. Since, then, I have not seen it. I remember that at the end, when Jack dies, and Rose is left in the ocean that I cried a lot. A lot of people surely cried. In the last year, I have started to use IMDb, and I see Titanic gets a lot of hate. Well, I decided to see it again to refresh my memory.Let me start off by saying that Titanic gets a lot of hate because of its weak screenplay. Yes, the screenplay is the biggest problem. No, it is not horrible, but there are a lot of cheesy and badly written lines. Some scenes are very unrealistic(like Jack grabbing Rose when she slips in her red dress with only his hand). Also, like when Rose and Jack start to run away from water. Scenes like this make the film look bad, and some lines and dialogue seem unnecessary and poor. BUT let me tell you, that if Titanic wanted to give some emotion to its audience, then in that way, it does not disappoint or fail. The chemistry between Rose and Jack(played beautifully by Kate Winslet and Leonardo Dicaprio) is strong. Their love seems real, even though at times it feels too forced, and the way they met is unrealistic. BUT in having a romance story together with a real life tragic, it is done very well. The production design is very well done. The ship and the effects(i am sorry for saying the effects were bad, after seeing it all, they were not), well, they are magnificent. All the stuntmen and the effects done in the actual sinking of the ship is simply amazing. The last hour of the film is so intense, and it looks so realistic, visually, that you can't help but love it for that. Some scenes are so monumental, they are some of the most tragically horrifying scenes in cinema history. The costumes are also well done, for the period of 1912.Another great aspect of the film was the acting. Kate Winslet deserved her Oscar nomination, as did Gloria Stuart. All the actors were on par. The music in the film is simply heartbreaking, The original song by Celine Dion is just WOW. One of the best songs in film history, and its Oscar win is very well deserved. The direction is simply inspiring.Titanic as a whole is satisfying for every film lover. For people who like to be entertained, this is a great film for them, because even though it has some problems, it never fails to entertain, or to emotionally connect with. Yes, this film gets a lot of hate, but the honest truth, is, Titanic is a Masterpiece of its time. i am sure that it will be remembered in 50 years, simple because of how well a film it is. Yes, problems or not, the fictional film about two lovers in a doomed ship just has to be remembered, whether people want it to or not. 10/10",
279,"Okay, um, tell me again, what is so good about this movie???????? How did it win best picture next to ""Good Will Hunting?"" Why does everyone obsess over Leonardo DiCaprio?? I didn't even cry at ""Titanic."" Now, I am a girl, but have only seen this movie once. And almost every single one of my friends loves ""Titanic,"" bawled their eyes out at the end, and adores Leonardo DiCaprio & Co. Me? I think ""Armageddon"" is sadder than this movie. (I nearly cried at that one) All I hear is ""Titanic this,"" or ""Titanic that."" I'm sick of it! I have to admit the special effects and set designs are good, but this is just Romeo & Juliet set in 1915. I guess I just didn't ""feel the romance."" I'm not an unemotional person, but I've seen movies a lot more moving (and entertaining) than ""Titanic"". I almost *want* ""The Phantom Menace"" to beat its highest box office gross record. :-) If you haven't seen ""Titanic,"" don't take everyone's word for it if they say it's the greatest movie on earth, okay?? Thanks.-2001Rulz",
280,"Titanic (1997) is a movie I recently watched on Netflix. The storyline follows a missing rare diamond that was a necklace thought to be lost when the Titanic sank. When a picture is discovered that includes a woman wearing the diamond, a news flash stretches the globe. A woman steps forward claiming to be the woman from the photo with a tremendous story to tell...This movie was directed by James Cameron (Terminator 2) and stars Leonardo DiCaprio (The Departed), Kate Winslet (Revolutionary Road), Billy Zane (Back to the Future II), Kathy Bates (Misery), Bill Paxton (Frailty), Victor Garber (Argo), David Warner (Tron) and Frances Fisher (Unforgiven).The details in the writing from beginning to end in this is absolutely magnificent. There's so much depth to every aspect of this movie. You get lost in the magnificence of the ship in this movie, but also in the characters within the storyline. This is really a unique setting and set of circumstances to depict a love story. The backstory of each character is well developed as well as their current state circumstances and perspectives. The sound track is perfection and fit the film perfectly. Once the ship hits the iceberg the movie gets intense quickly and depicts those circumstances in depth as well. The conclusion isn't storybook but still excellent and worthwhile.This is American cinematic gold and an absolute masterpiece. I would easily score this a 10/10 and strongly recommend it.",10
281,"This is truly one of the best movies I have ever seen. It has so many little details that relate to the actual history about it. Even some of the things people say relates right to what actually happened. It does have some minor flaws like how the ship is built, but other than that, I thought it was fairly accurate.Also, the director really connects you with the characters. With Rose, you feel bad for her that she is forced to marry this terrible man and with Jack, you feel bad for him because he keeps getting stereotyped into a ""poor man."" You can tell that they have such a connection right away as well. Towards the beginning, when Rose is on the railing of the ship, Jack comes in and saves her, which brings them closer together. They have an unbreakable bond. At some points in the film, I did get a little teary-eyed from how Rose was treated by her fiancé and mother. It was so unfair that she could never make her own decisions. The same goes with Jack too, when Rose's fiancé and mother would discriminate him because he didn't have nearly as much in his pocket. These examples help you grow fond of the characters and help you feel what they feel.This film is fairly historically accurate and a timeless classic.",9
282,"Titanic and Avatar are very different. One is about a forbidden love aboard a doomed ship. The other is about humans trying to exploit an alien race in order to profit. Yet both have something very similar in common: they are criticized for having unoriginal stories.Titanic is a love story about a doomed couple. People complain that it's been done before (Romeo and Juliet) and that it's boring. They only enjoy the second half which consists of everyone dying. I'm here to say that is an unfair call.THE GOODThere's nothing wrong with an unoriginal story, as long as the execution is good. After all, we're running out of original stories. Even Shakespeare had a tendency to take other people's stories. He just told them really well. So, is Titanic well executed? yes, on the most part. While it does have it's flaws, I think the bulk of the film is amazing. It's well paced, the characters are well-developed, the cinematography is awe-inspiring, and the conflict is one that continues to exist today (people being forced into loveless relationships due to different pressures). Like Romeo and Juliet, this film is a classic.THE BADThis is a nitpick. Cameron decided to make the film as if an older Rose is telling a captain the story via flashback. That's fine and it works well the entire film. But the ending is just rushed and not much of a lesson like ti should have been. The Captain of the submarine crew should have disposed of the Heart of the Ocean, not Rose. That way it would show Rose's lesson got through to someone. Why even introduce the Captain and a conflict if they're just going to be forgotten at the end of the film.Once again, a nitpick, but the movie is three hours. Why is the ending so rushed? I just wished they could have gave the future part of the film a more satisfying ending.VERDICTGreat film, 9/10, see it! Whether you'll like it or hate it, this is one of the four essentials of the 90's, along with Pulp Fiction, Terminator 2, and Forrest Gump.",9
283,"There is nothing to say about this movie, I think it's a really good movie. I've watched the movie 17 times and I still don't get bored watching the movie......Excellent actors, excellent script, excellent music and excellent Titanic.... A movie that deserves the Oscars it received until the very end... IMdB score is low I think .Everyone should watch this movie...",8
